,id,listing,district,area,address,xiaoqu,sqm,room,lvgroom,year,renovation,floor,direction,price,lat,lng,postal,station_1,station_2,dist_1,dist_2
116,shhkz000021010,"华苑小区(凉城路847弄),主卧朝南,一梯三户,小区中心位置,得房率高",虹口,江湾凉城,凉城路847弄,华苑小区(凉城路847弄),46,1,1.0,1995.0,1.0,low,S,3300,31.299604,121.470232,,江浦公园,鞍山新村,1300.0,1300.0
118,shhpz000006787,"金瓯万国大厦,主卧朝南,大平层,繁华地段,采光充足",黄浦,人民广场,凤阳路358弄,金瓯万国大厦,113,2,2.0,1999.0,2.0,high,S,10000,31.233695,121.469562,200085.0,七宝,中春路,1000.0,6900.0
119,shhkz000021356,"密云路471弄,主卧朝南,小区中心位置,房型正气,中式风格",虹口,曲阳,密云路471弄,密云路471弄,33,1,0.0,1984.0,2.0,high,S,3500,31.283399,121.4959646,200000.0,南京西路,黄陂南路,800.0,1800.0
120,shhkz000021572,"水电路1013弄,小户型,小区中心位置,采光充足,房型正气",虹口,广中,水电路1013弄,水电路1013弄,33,2,1.0,1990.0,2.0,middle,S,3000,31.288404,121.477498,200085.0,南京西路,黄陂南路,1100.0,1600.0
121,shypz000027248,"爱久家园,主卧朝南,近商圈,配套成熟,中式风格",杨浦,新江湾,国伟路300号,爱久家园,45,1,1.0,2015.0,3.0,low,S,3500,31.332156,121.533244,,莘庄,莲花路,4000.0,4500.0
122,shypz000027491,"贵仁绿苑,主卧朝南,小区中心位置,采光充足,中式风格",杨浦,五角场,国科路39弄,贵仁绿苑,116,3,2.0,2003.0,4.0,low,S,9000,31.286675,121.519784,200093.0,南京西路,黄陂南路,800.0,1800.0
123,shypz000027604,"鼎隆公寓,主卧朝南,一梯三户,小区中心位置,采光充足",杨浦,东外滩,宁武路218弄,鼎隆公寓,114,3,2.0,2009.0,3.0,low,S,8500,31.26771500000001,121.545466,201203.0,南京西路,黄陂南路,800.0,1800.0
124,shypz000027753,"鞍山三村,主卧朝南,靠近地铁口,采光充足,卫生间全明",杨浦,鞍山,鞍山三村,鞍山三村,32,1,0.0,2002.0,3.0,low,S,3500,31.277656,121.513618,200085.0,临平路,海伦路,200.0,800.0
125,shypz000028075,"双辽路155弄,主卧朝南,近商圈,采光充足,靠近地铁口",杨浦,江浦,双辽路155弄(老产证双辽路64弄),双辽路155弄,35,1,1.0,1993.0,2.0,middle,S,3800,31.269409000000003,121.515523,,高青路,杨思,1100.0,2100.0
127,shbsz000026422,"湘源大厦,小户型,独立电梯,繁华地段,拎包入住",宝山,淞南,长江西路,湘源大厦,49,1,1.0,2013.0,3.0,middle,NS,3100,31.3359798,121.452344,,宋园路,伊犁路,700.0,1000.0
128,shmhz000030480,"叠彩人家,大两房,新式里弄,近商圈,黄金楼层",闵行,沪青平,七莘路2855弄,叠彩人家,88,2,2.0,2000.0,2.0,low,S,6000,31.150537,121.351707,201101.0,临平路,海伦路,300.0,600.0
129,shjaz000008637,"中凯城市之光(威海路333弄),主卧朝南,繁华地段,采光充足,现代风格",静安,南京西路,威海路333弄,中凯城市之光(威海路333弄),61,1,1.0,2005.0,3.0,low,SW,12500,31.2273984,121.4650785,200085.0,新天地,打浦桥,1000.0,1200.0
130,shjaz000008695,"中凯城市之光(大沽路368弄),主卧朝南,大平层,繁华地段,视野好",静安,南京西路,大沽路368弄,中凯城市之光(大沽路368弄),79,2,1.0,2003.0,3.0,high,NS,13000,31.225625300000004,121.4668175,200000.0,静安寺,江苏路,1000.0,1100.0
131,shmhz000031463,"上海阳城-映象(5支弄),小户型,新式里弄,小区中心位置,采光充足",闵行,梅陇罗阳,罗锦路888弄5支弄,上海阳城-映象(5支弄),63,2,1.0,2003.0,3.0,middle,S,5000,31.1221311,121.3981039,,四平路,曲阳路,500.0,900.0
132,shjaz000008747,"中凯城市之光(威海路333弄),主卧朝南,繁华地段,采光充足,近商圈",静安,南京西路,威海路333弄,中凯城市之光(威海路333弄),64,1,1.0,2005.0,3.0,low,S,11000,31.2273984,121.4650785,200085.0,延安西路,娄山关路,1100.0,1200.0
133,shjaz000008829,"中凯城市之光(威海路333弄),主卧朝南,独立电梯,小区中心位置,采光充足",静安,南京西路,威海路333弄,中凯城市之光(威海路333弄),62,1,1.0,2005.0,3.0,middle,S,12000,31.2273984,121.4650785,200085.0,大连路,杨树浦路,1400.0,3100.0
134,shhkz000021611,"瑞虹新城1期,景观房,小区中心位置,采光充足,近商圈",虹口,临平,临平路333号,瑞虹新城1期,84,2,2.0,1998.0,2.0,middle,SW,7800,31.262713,121.495524,200085.0,东宝兴路,西藏北路,500.0,1400.0
135,shpdz000076922,"万富汇,南北通透,独立电梯,小区中心位置,带露台",浦东,三林,板泉路1567弄,万富汇,42,1,1.0,2011.0,2.0,low,S,4200,31.16271699999999,121.512346,200126.0,临平路,提篮桥,700.0,1600.0
136,shhkz000020683,"国际公寓,主卧朝南,靠近地铁口,价格可谈,美式风格",虹口,临平,四平路186号,国际公寓,79,2,2.0,1996.0,3.0,high,S,7500,31.261748,121.490502,200085.0,曲阳路,四平路,700.0,1000.0
137,shcnz000010369,"嘉年华庭(黄金城道259弄),主卧朝南,下沉式花园,小区中心位置,采光充足",长宁,古北,黄金城道259弄,嘉年华庭(黄金城道259弄),121,2,2.0,2005.0,4.0,low,S,16000,31.19348,121.408102,200336.0,江浦公园,杨树浦路,1100.0,1800.0
138,shhkz000020877,"虹口现代公寓,主卧朝南,小区中心位置,采光充足,客厅带阳台",虹口,临平,天宝路66弄,虹口现代公寓,98,2,2.0,2002.0,3.0,high,S,9000,31.261721,121.494987,200085.0,鞍山新村,四平路,700.0,1200.0
140,shlwz000005985,"淡水湾花园,大两房,繁华地段,拎包入住,全南户型",黄浦,打浦桥,马当路588弄,淡水湾花园,117,2,2.0,2007.0,4.0,high,S,18500,31.2103376,121.4761115,,江浦公园,黄兴路,1700.0,2300.0
141,shcnz000010706,"政宁小区(延安西路487号),主卧朝南,位置安静,拎包入住,大两房",长宁,镇宁,延安西路487号,政宁小区(延安西路487号),67,2,1.0,1994.0,3.0,low,NS,7200,31.216777,121.437789,200085.0,江浦公园,鞍山新村,600.0,1500.0
142,shhkz000021268,"幸福村(四平路270弄),南北通透,繁华地段,黄金楼层,靠近地铁口",虹口,四平路,四平路270弄,幸福村(四平路270弄),63,3,0.0,1988.0,1.0,low,NS,5800,31.275118,121.498069,,大场镇,行知路,1000.0,1300.0
143,shcnz000010782,"科宁公寓,主卧朝南,小区中心位置,房型正气,中式风格",长宁,天山,中山西路,科宁公寓,70,2,1.0,1991.0,3.0,high,NS,7000,31.2063436,121.4119989,,富锦路,江杨北路,2800.0,2900.0
145,shhkz000021374,"惠民路150弄,主卧朝南,位置安静,得房率高,现代风格",虹口,北外滩,惠民路150弄,惠民路150弄,56,1,1.0,1985.0,3.0,middle,SE,4800,31.25330599999999,121.512614,200085.0,世纪大道,商城路,1100.0,1600.0
146,shhkz000021445,"大城小室,大开间,独立电梯,小区中心位置,带露台",虹口,四川北路,华昌路9号,大城小室,45,1,1.0,2006.0,3.0,middle,E,4600,31.261333,121.478543,200085.0,宝杨路,友谊路,2700.0,4000.0
147,shhkz000021561,"宝元坊,小户型,靠近地铁口,房型正气,带家具家电",虹口,临平,岳州路371弄,宝元坊,35,1,0.0,1983.0,3.0,middle,S,4000,31.2605382,121.5028586,200085.0,富锦路,江杨北路,3100.0,3200.0
148,shhkz000021580,"天宝西路4弄,主卧朝南,靠近地铁口,采光充足,得房率高",虹口,四平路,天宝西路4弄,天宝西路4弄,33,1,1.0,1982.0,2.0,high,S,4000,31.273997,121.495525,,四平路,鞍山新村,1200.0,1600.0
149,shypz000026930,"保利香槟苑(怀德路383弄),景观房,大平层,靠近地铁口,采光充足",杨浦,东外滩,怀德路383弄,保利香槟苑(怀德路383弄),85,2,2.0,2008.0,3.0,high,NS,7500,31.255805,121.526421,200085.0,国权路,五角场站,400.0,800.0
150,shypz000027618,"锦西路100弄,小户型,小区中心位置,得房率高,中式风格",杨浦,鞍山,锦西路100弄,锦西路100弄,31,1,0.0,1988.0,2.0,high,S,2800,31.274315,121.509646,200000.0,鞍山新村,黄兴路,1000.0,1400.0
151,shypz000027786,"新江湾城一号作品,景观房,小区中心位置,黄金楼层,欧式风格",杨浦,新江湾,政和路999弄,新江湾城一号作品,140,3,2.0,2010.0,3.0,middle,S,8500,31.337446000000003,121.51726,,临平路,海伦路,200.0,1000.0
153,shypz000027844,"浦罡小区,主卧朝南,繁华地段,房型正气,中式风格",杨浦,控江,长阳路1841弄,浦罡小区,51,2,0.0,1988.0,2.0,middle,S,5500,31.272622,121.53593899999998,200085.0,锦江乐园,莲花路,1300.0,2400.0
154,shypz000027957,"阳明新城,主卧朝南,小区中心位置,采光充足,中式风格",杨浦,控江,江浦路1188号,阳明新城,75,2,1.0,1997.0,2.0,middle,S,6200,31.269574,121.520697,200085.0,静安寺,昌平路,300.0,1800.0
155,shbsz000025835,"玉华苑(行知路638弄),两房朝南,一梯三户,位置安静,业主急售",宝山,大华,行知路638弄,玉华苑(行知路638弄),104,3,2.0,2003.0,3.0,low,S,6500,31.284118,121.409873,,合川路,星中路,2100.0,2700.0
157,shbsz000026286,"富锦苑,两房朝南,一梯两户,靠近地铁口,配套成熟",宝山,月浦,富锦路1815弄,富锦苑,78,2,1.0,1999.0,1.0,low,S,3000,31.40437799999999,121.435743,,南京西路,陕西南路,500.0,1700.0
158,shhkz000020830,"珊瑚苑,双阳台,一梯两户,小区中心位置,带露台",虹口,广中,广中路680弄,珊瑚苑,103,2,2.0,2001.0,2.0,middle,E,7000,31.279223,121.462665,200083.0,陕西南路,黄陂南路,1000.0,1600.0
159,shpdz000075615,"朱家滩,主卧朝南,小区中心位置,采光充足,位置安静",浦东,潍坊,潍坊路89弄,朱家滩,33,1,0.0,1986.0,3.0,high,S,4000,31.22383,121.519694,,御桥,罗山路,6700.0,12500.0
160,shbsz000024756,"宝山八村,主卧朝南,独立电梯,小区中心位置,采光充足",宝山,淞宝,宝山八村,宝山八村,120,3,2.0,1998.0,2.0,high,S,5500,31.395112,121.492434,,鲁班路,陆家浜路,700.0,1800.0
161,shbsz000026735,"乐业二村,主卧朝南,一梯两户,位置安静,房型正气",宝山,月浦,春雷路332弄,乐业二村,55,2,1.0,1995.0,1.0,middle,S,2300,31.409841,121.432781,,打浦桥,嘉善路,0.0,900.0
162,shypz000027037,"恒阳花苑,客厅带阳台,小区中心位置,全南户型,靠近花园",杨浦,江浦,辽源西路230弄,恒阳花苑,85,2,2.0,2007.0,3.0,low,S,8500,31.2684876,121.5089583,200085.0,四平路,鞍山新村,400.0,1900.0
163,shypz000027527,"国顺路375弄,主卧朝南,小区中心位置,房型正气,两房朝南",杨浦,五角场,国顺路375弄,国顺路375弄,46,2,0.0,1986.0,1.0,low,SW,4500,31.291958,121.510876,200433.0,宋园路,伊犁路,700.0,1000.0
164,shypz000026248,"东方星座,小户型,繁华地段,房型正气,中式风格",杨浦,控江,江浦路1508号,东方星座,33,1,0.0,2004.0,3.0,high,S,3500,31.274243,121.518857,200085.0,花木路,龙阳路,900.0,1200.0
166,shhkz000020643,"瑞虹新城铭庭,主卧朝南,小区中心位置,拎包入住,靠近地铁口",虹口,临平,天宝路181弄,瑞虹新城铭庭,88,2,2.0,2011.0,3.0,low,SW,14000,31.262712,121.497196,200085.0,中山公园站,延安西路,600.0,2300.0
167,shpdz000074702,"中远行家,景观房,一梯三户,繁华地段,拎包入住",浦东,塘桥,杨高南路1288号,中远行家,60,1,1.0,2004.0,3.0,middle,S,6000,31.203353000000003,121.529009,200085.0,御桥,罗山路,4400.0,10100.0
168,shmhz000029879,"古美八村,主卧朝南,一梯两户,小区入口附近,采光充足",闵行,古美,莲花路310弄,古美八村,45,1,1.0,1994.0,2.0,high,NS,4000,31.139882,121.40501100000002,,北新泾,真北路,1600.0,6000.0
169,shjaz000008389,"愚园路246弄,主卧朝南,小区中心位置,采光充足,现代风格",静安,静安寺,愚园路246弄,愚园路246弄,46,1,1.0,1978.0,3.0,middle,S,6100,31.223451,121.443581,200085.0,源深体育中心,民生路,1600.0,2200.0
170,shmhz000030245,"蓝色港湾,南北通透,一梯两户,靠近地铁口,采光充足",闵行,古美,龙茗路1458弄,蓝色港湾,95,2,2.0,2004.0,3.0,high,NS,6500,31.147576,121.387065,,临平路,海伦路,100.0,1100.0
171,shmhz000030536,"江南星城(2期),景观房,靠近地铁口,黄金楼层,中式风格",闵行,古美,顾戴路1325弄,江南星城(2期),101,2,2.0,2006.0,3.0,middle,NS,7600,31.136977,121.383796,,大柏树,汶水路,2800.0,3500.0
172,shjaz000008658,"威海路631号,卫生间全明,繁华地段,采光充足,简约风格",静安,南京西路,威海路631号,威海路631号,29,1,1.0,1943.0,3.0,middle,S,5000,31.226525,121.459639,200085.0,江湾镇,殷高西路,200.0,2900.0
173,shlwz000005763,"卜邻公寓(瑞金一路165号),小户型,位置安静,得房率高,小区景观位置",黄浦,陕西路,瑞金一路165号,卜邻公寓(瑞金一路165号),41,1,0.0,1936.0,1.0,high,E,5000,31.219906,121.463749,200085.0,大连路,临平路,300.0,1100.0
174,shpdz000070950,"龙泽家园(横桥路136弄11支弄),小户型,繁华地段,黄金楼层,南北通透",浦东,周浦,横桥路136弄11支弄,龙泽家园(横桥路136弄11支弄),68,2,2.0,2007.0,3.0,middle,NS,3600,31.108186,121.575587,201315.0,鲁班路,打浦桥,300.0,1400.0
176,shlwz000005825,"华电公寓,主卧朝南,小区入口附近,拎包入住,中式风格",黄浦,打浦桥,蒙自路255号,华电公寓,99,2,2.0,1998.0,3.0,middle,S,9000,31.204932,121.478381,,大连路,临平路,300.0,1700.0
177,shlwz000005828,"日月光中心·伯爵居,小户型,独立电梯,靠近花园,黄金楼层",黄浦,打浦桥,瑞金二路411号,日月光中心·伯爵居,63,1,1.0,2011.0,3.0,middle,E,15000,31.2066598,121.4672574,,国权路,五角场站,1100.0,1100.0
178,shhkz000020787,"振新大厦,小户型,带采光天井,繁华地段,采光充足",虹口,四平路,四平路827弄,振新大厦,90,2,1.0,1994.0,2.0,high,S,7500,31.274364,121.500217,,黄兴路,东陆路,4300.0,5700.0
179,shcnz000010341,"嘉年华庭(黄金城道258弄),主卧朝南,loft户型,近商圈,黄金楼层",长宁,古北,黄金城道258弄,嘉年华庭(黄金城道258弄),70,1,1.0,2005.0,3.0,high,S,11000,31.193809,121.408143,200336.0,翔殷路,五角场站,700.0,2600.0
180,shpdz000071944,"大唐盛世花园(3期),主卧朝南,一梯两户,小区景观位置,美式风格",浦东,花木,樱花路802弄,大唐盛世花园(3期),100,2,2.0,2008.0,4.0,middle,NS,10500,31.207445,121.560672,201203.0,江浦公园,鞍山新村,1000.0,1400.0
181,shhkz000020892,"怡景大厦,主卧朝南,新式里弄,小区中心位置,房型正气",虹口,四川北路,中山北一路,怡景大厦,92,2,2.0,1996.0,3.0,high,S,7500,31.27858479999999,121.4814841,,市光路,嫩江路,200.0,1700.0
182,shcnz000010489,"三泾南宅(武夷路727弄),南北通透,小区中心位置,得房率高,简约风格",长宁,中山公园,武夷路727弄,三泾南宅(武夷路727弄),65,2,1.0,1995.0,4.0,high,NS,6800,31.213937,121.415699,,松江新城,东川路,38500.0,39500.0
184,shpdz000073225,"康桥半岛(秀沿路1177弄7支弄),主卧朝南,独栋别墅,小区中心位置,婚房首选",浦东,康桥,秀沿路1177弄7支弄,康桥半岛(秀沿路1177弄7支弄),223,4,2.0,2005.0,3.0,low,NS,16000,31.135684,121.582373,,肇嘉浜路,衡山路,500.0,800.0
185,shcnz000010608,"天山怡景苑,主卧朝南,靠近地铁口,拎包入住,双阳台",长宁,天山,威宁路511弄,天山怡景苑,88,2,2.0,2009.0,3.0,low,S,11000,31.217469,121.383978,,嘉善路,打浦桥,400.0,800.0
187,shpdz000074074,"上海滩花园洋房(乳山路505弄),南北通透,复式房,小区中心位置,中式风格",浦东,源深,乳山路505弄,上海滩花园洋房(乳山路505弄),216,4,2.0,2005.0,3.0,middle,NS,28000,31.24039,121.531739,200085.0,徐家汇,上海体育场,500.0,1400.0
188,shhkz000021197,"瑞虹新城2期,全南户型,位置安静,拎包入住,中式风格",虹口,临平,临平路133弄,瑞虹新城2期,94,2,2.0,2006.0,3.0,middle,S,10000,31.261775,121.498034,200085.0,衡山路,肇嘉浜路,500.0,900.0
189,shhkz000021223,"广裕小区,两房朝南,一梯三户,小区中心位置,采光充足",虹口,江湾凉城,广粤路1601弄,广裕小区,56,2,1.0,1995.0,1.0,middle,S,3600,31.2922721,121.4670169,,锦江乐园,莲花路,1100.0,2000.0
190,shhkz000021224,"丰景湾名邸(华严路228弄),非底楼房,房型正气,现代风格,非顶楼房",虹口,江湾凉城,华严路228弄,丰景湾名邸(华严路228弄),80,2,1.0,2007.0,3.0,low,S,4800,31.305466,121.472838,,锦江乐园,莲花路,2100.0,3800.0
191,shhkz000021252,"虹叶茗园,主卧朝南,一梯两户,靠近地铁口,房型正气",虹口,临平,周家嘴路981弄,虹叶茗园,105,2,2.0,2003.0,3.0,low,SE,8500,31.261324,121.5058148,200085.0,锦江乐园,莲花路,1900.0,2100.0
192,shlwz000006045,"瞿溪小区,两房朝南,一梯三户,小区中心位置,房型正气",黄浦,斜土路,瞿溪路1072弄,瞿溪小区,67,2,1.0,1990.0,2.0,middle,S,6300,31.19894600000001,121.47486,,南京西路,黄陂南路,1000.0,1700.0
193,shhkz000021446,"曲阳公寓,小户型,带采光天井,小区中心位置,采光充足",虹口,四平路,曲阳路31号,曲阳公寓,116,2,2.0,1995.0,3.0,low,S,7500,31.268917,121.493313,200085.0,宋园路,伊犁路,900.0,1500.0
194,shypz000027502,"上海大花园,客厅朝南,一梯两户,小区中心位置,采光充足",杨浦,江浦,周家嘴路1299弄,上海大花园,107,2,2.0,2001.0,3.0,low,NS,8800,31.263736,121.5102,200085.0,江苏路,隆德路,1100.0,1400.0
195,shypz000027614,"怡福苑,大两房,小区入口附近,采光充足,得房率高",杨浦,五角场,国顺路66弄,怡福苑,81,2,2.0,2005.0,2.0,high,S,7200,31.291794,121.51848400000002,200093.0,七宝,中春路,1000.0,6900.0
196,shypz000027621,"中环和乐苑,主卧朝南,靠近地铁口,采光充足,中式风格",杨浦,东外滩,顺平路60弄,中环和乐苑,68,2,1.0,2015.0,3.0,high,S,5500,31.2832232,121.55536,200093.0,昌平路,长寿路,500.0,1000.0
197,shypz000027732,"浣纱三村(浣沙三村),主卧朝南,位置安静,带露台,中式风格",杨浦,黄兴,浣纱三村(浣沙三村),浣纱三村(浣沙三村),43,1,1.0,1995.0,2.0,middle,S,3300,31.30110800000001,121.535814,200433.0,莲花路,星中路,2100.0,2600.0
198,shypz000027921,"双辽路200弄,主卧朝南,繁华地段,房型正气,简约风格",杨浦,江浦,双辽路200弄,双辽路200弄,35,1,0.0,1990.0,2.0,middle,S,3500,31.270569,121.5182949,200085.0,南京西路,黄陂南路,800.0,1800.0
199,shypz000028061,"国和二村,主卧朝南,小区中心位置,采光充足,中式风格",杨浦,中原,国和二村,国和二村,40,1,1.0,1991.0,3.0,middle,S,4000,31.320408,121.529332,,芳华路,锦绣路,2100.0,2500.0
200,shjsz000002583,"宝华海湾城,主卧朝南,繁华地段,采光充足,得房率高",金山,金山,板桥东路1480弄,宝华海湾城,89,2,2.0,2009.0,3.0,high,NS,2800,30.73761,121.351621,200540.0,西藏北路,赤峰路,2700.0,2800.0
201,shbsz000026041,"高境一村,主卧朝南,靠近地铁口,拎包入住,中式风格",宝山,高境,高境一村,高境一村,54,1,1.0,1995.0,3.0,low,S,4100,31.320575,121.478283,,东宝兴路,西藏北路,1300.0,2000.0
202,shxvz000019915,"青松小区,主卧朝南,繁华地段,拎包入住,中式风格",徐汇,大木桥,东安路50弄,青松小区,55,1,1.0,1995.0,3.0,low,W,6700,31.197602000000003,121.449122,200000.0,芳华路,龙阳路,600.0,1400.0
203,shxvz000019929,"新加坡美树馆,客厅带阳台,位置安静,采光充足,两房朝南",徐汇,淮海南,陕西南路888弄,新加坡美树馆,103,2,2.0,1999.0,4.0,high,S,18000,31.205318,121.461967,,江湾镇,大柏树,800.0,3100.0
